image,fine_label,coarse_label
railroad_train_s_000622.png,90,18
possum_s_001435.png,64,12
castor_canadensis_s_000493.png,4,0
king_of_beasts_s_000534.png,43,8
lamp_s_001244.png,40,5
nile_crocodile_s_000102.png,27,15
house_s_000895.png,37,9
bed_s_001553.png,5,6
right_whale_s_000916.png,95,0
crocodylus_porosus_s_000469.png,27,15
dessert_plate_s_000166.png,61,3
dolphin_s_002157.png,30,0
argiope_aurantia_s_000369.png,79,13
possum_s_000133.png,64,12
shumard_oak_s_000028.png,52,17
volcano_s_000065.png,49,10
mount_s_001397.png,49,10
indian_elephant_s_000110.png,31,11
golden_delicious_s_000291.png,0,4
flatfish_s_000836.png,32,1
access_road_s_000729.png,68,9
saucer_s_001297.png,61,3
crocodile_s_000204.png,27,15
sugar_maple_s_000112.png,47,17
macropus_giganteus_s_000615.png,38,11
mount_s_001679.png,49,10
motorcycle_s_001753.png,48,18
bell_pepper_s_001222.png,83,4
little_girl_s_000131.png,35,14
skunk_s_001982.png,75,12
common_roundworm_s_000068.png,99,13
wolf_cub_s_001108.png,97,8
whiskey_bottle_s_000353.png,9,3
wtc_s_001688.png,76,9
atlantic_bottlenose_dolphin_s_000197.png,30,0
adam_s_001959.png,46,14
valencia_orange_s_001027.png,53,4
lutra_canadensis_s_000257.png,55,0
oxen_s_001753.png,19,11
pine_tree_s_000775.png,59,17
crocodylus_niloticus_s_000602.png,27,15
intercontinental_ballistic_missile_s_000543.png,69,19
bed_s_001050.png,5,6
stegosaurus_s_001983.png,29,15
carassius_auratus_s_000734.png,1,1
cycle_s_001439.png,8,18
highway_s_001454.png,68,9
canis_lupus_s_000043.png,97,8
panthera_leo_s_000924.png,43,8
bulldozer_s_002297.png,89,19
raccoon_s_002756.png,66,12
wardrobe_s_000537.png,94,6
eagle_ray_s_000347.png,67,1
castle_s_000163.png,17,9
lady_tulip_s_000544.png,92,2
otter_s_001520.png,55,0
pickup_truck_s_001167.png,58,18
shortfin_mako_s_000251.png,73,1
freight_train_s_000177.png,90,18
didelphis_virginiana_s_000929.png,64,12
wolf_pup_s_001021.png,97,8
colubrid_snake_s_000194.png,78,15
lobster_s_001368.png,45,13
lamp_s_001724.png,40,5
apis_mellifera_s_001913.png,6,7
lamp_s_000954.png,40,5
reclining_chair_s_000895.png,20,6
raccoon_s_000935.png,66,12
dromedary_s_001859.png,15,11
computer_keyboard_s_002006.png,39,5
sidewinder_s_000005.png,69,19
sawfish_s_000339.png,67,1
missile_s_000023.png,69,19
sugar_maple_s_000291.png,47,17
palm_tree_s_000136.png,56,17
butterfly_ray_s_000006.png,67,1
breakfast_table_s_001288.png,84,6
bear_s_001816.png,3,8
chimpanzee_s_000070.png,21,11
caterpillar_s_000452.png,18,7
leopard_s_000464.png,42,8
timber_wolf_s_000019.png,97,8
hognose_snake_s_000354.png,78,15
common_dolphin_s_000687.png,30,0
little_girl_s_000420.png,35,14
cattle_s_001013.png,19,11
tulip_s_001307.png,92,2
spider_s_001440.png,79,13
harvest_mouse_s_000925.png,50,16
gray_wolf_s_001196.png,97,8
forest_s_001394.png,33,10
coluber_constrictor_s_000875.png,78,15
sounding_rocket_s_000077.png,69,19
ballistic_missile_s_001593.png,69,19
tiger_beetle_s_000207.png,7,7
orchid_s_000024.png,54,2
trout_s_002540.png,91,1
army_tank_s_000985.png,85,19
armoire_s_000097.png,94,6
banded_gecko_s_000272.png,44,15
cichlid_fish_s_001648.png,1,1
alarm_clock_s_000223.png,22,5
adriatic_s_002107.png,71,10
navel_orange_s_000329.png,53,4
goblet_s_001123.png,28,3
shark_s_002180.png,73,1
easy_chair_s_001200.png,20,6
boarding_house_s_000906.png,37,9
gray_wolf_s_001969.png,97,8
african_crocodile_s_000987.png,27,15
sunflower_s_000631.png,82,2
shark_s_001405.png,73,1
ballistic_missile_s_001608.png,69,19
man_s_000531.png,46,14
bowl_s_000017.png,10,3
kangaroo_s_001812.png,38,11
turtle_s_001996.png,93,15
house_s_000148.png,37,9
bulldozer_s_000134.png,89,19
mower_s_001290.png,41,19
cichlid_fish_s_001347.png,1,1
african_crocodile_s_000492.png,27,15
baby_s_001515.png,2,14
mountain_s_000153.png,49,10
morel_s_000912.png,51,4
sea_turtle_s_001321.png,93,15
step_rocket_s_000910.png,69,19
elephant_s_000025.png,31,11
beetle_s_002166.png,7,7
stingray_s_002402.png,67,1
carassius_auratus_s_000185.png,1,1
halibut_s_000350.png,32,1
african_crocodile_s_000167.png,27,15
girl_s_001586.png,35,14
sweet_pepper_s_000059.png,83,4
baby_s_002182.png,2,14
sea_s_002158.png,71,10
red_delicious_s_000412.png,0,4
silver_maple_s_000456.png,47,17
lobster_s_000041.png,45,13
seal_s_000824.png,72,0
fur_seal_s_000135.png,72,0
panthera_tigris_s_000187.png,88,8
clock_s_001063.png,22,5
infant_s_000819.png,2,14
leopard_s_000934.png,42,8
infant_s_000623.png,2,14
american_lobster_s_000023.png,45,13
woods_s_000071.png,33,10
cows_s_000120.png,19,11
adam_s_000662.png,46,14
tiger_beetle_s_000977.png,7,7
beetle_s_000045.png,7,7
bear_s_000068.png,3,8
beer_can_s_001376.png,16,3
panthera_tigris_s_000071.png,88,8
phone_s_000042.png,86,5
footbridge_s_000194.png,12,9
bartlett_s_001352.png,57,4
atlantic_bottlenose_dolphin_s_000250.png,30,0
honeybee_s_002199.png,6,7
stingray_s_001670.png,67,1
keyboard_s_001844.png,39,5
minibike_s_002038.png,48,18
squirrel_s_002372.png,80,16
male_child_s_000498.png,11,14
desk_phone_s_000788.png,86,5
baby_s_002262.png,2,14
hedgehog_s_000190.png,63,12
wine_bottle_s_000003.png,9,3
pine_tree_s_001394.png,59,17
sweet_pepper_s_000711.png,83,4
streetcar_s_000173.png,81,19
goblet_s_000353.png,28,3
bartlett_pear_s_000049.png,57,4
possum_s_000053.png,64,12
seal_s_001323.png,72,0
willow_tree_s_001136.png,96,17
tree_squirrel_s_001760.png,80,16
beetle_s_001533.png,7,7
saucer_s_001294.png,61,3
elephant_s_002690.png,31,11
whale_s_001213.png,95,0
trout_s_001838.png,91,1
mount_s_001155.png,49,10
oilcan_s_000442.png,16,3
sour_orange_s_000874.png,53,4
arabian_camel_s_000446.png,15,11
golden_willow_s_000709.png,96,17
clock_s_000008.png,22,5
cirrocumulus_cloud_s_000537.png,23,10
minibus_s_000059.png,13,18
sugar_maple_s_000103.png,47,17
bicycle_s_000147.png,8,18
bed_s_002312.png,5,6
wing_chair_s_000381.png,20,6
coast_live_oak_s_000132.png,52,17
lamp_s_002191.png,40,5
mushroom_s_000242.png,51,4
worm_s_001492.png,99,13
lizard_s_000825.png,44,15
bowl_s_000235.png,10,3
couch_s_001481.png,25,6
oilcan_s_001774.png,16,3
acer_saccharinum_s_001360.png,47,17
maple_s_000444.png,47,17
soda_bottle_s_000805.png,9,3
sunflower_s_000661.png,82,2
sea_turtle_s_001219.png,93,15
red_maple_s_000057.png,47,17
lobster_s_000877.png,45,13
gecko_s_001457.png,44,15
cows_s_000726.png,19,11
lamp_s_001225.png,40,5
infant_s_000662.png,2,14
orchid_s_000310.png,54,2
goldfish_s_001666.png,1,1
panthera_pardus_s_000590.png,42,8
pinyon_s_000066.png,59,17
streetcar_s_001545.png,81,19
bear_s_001781.png,3,8
man_s_001208.png,46,14
black_woman_s_000650.png,98,14
sunflower_s_000574.png,82,2
manual-beaver006.png,4,0
yellow_woman_s_000821.png,98,14
wardrobe_s_000901.png,94,6
harvest_mouse_s_000528.png,50,16
least_shrew_s_000007.png,74,16
car_train_s_000686.png,90,18
dromedary_s_000562.png,15,11
world_trade_center_s_001101.png,76,9
poppy_s_001442.png,62,2
cycle_s_002399.png,8,18
motorway_s_000114.png,68,9
adam_s_000303.png,46,14
mus_musculus_s_000619.png,50,16
icbm_s_000342.png,69,19
bowl_s_002540.png,10,3
willow_tree_s_001919.png,96,17
balmoral_castle_s_000390.png,17,9
camel_s_000635.png,15,11
ice_fog_s_002111.png,23,10
sea_trout_s_000481.png,91,1
river_otter_s_001966.png,55,0
plate_s_002442.png,61,3
fur_seal_s_000552.png,72,0
step_rocket_s_000090.png,69,19
golden_delicious_s_000976.png,0,4
porcupine_s_000931.png,63,12
tractor_s_000634.png,89,19
caterpillar_s_000610.png,18,7
army_tank_s_000625.png,85,19
infant_s_000080.png,2,14
tram_s_000511.png,81,19
easy_chair_s_001610.png,20,6
snail_s_000003.png,77,13
pine_tree_s_002502.png,59,17
king_of_beasts_s_001628.png,43,8
pickup_s_001286.png,58,18
kangaroo_s_000269.png,38,11
cain_s_000029.png,46,14
keyboard_s_002014.png,39,5
tank_s_000033.png,85,19
hedgehog_s_000056.png,63,12
drone_s_000287.png,6,7
intercontinental_ballistic_missile_s_000190.png,69,19
chimp_s_002422.png,21,11
caterpillar_s_000857.png,18,7
quercus_rubra_s_000779.png,52,17
drone_s_000073.png,6,7
hedgehog_s_000076.png,63,12
couch_s_001585.png,25,6
caterpillar_s_001721.png,18,7
dolphin_s_000274.png,30,0
chimpanzee_s_000118.png,21,11
maple_s_001979.png,47,17
mower_s_000845.png,41,19
maine_lobster_s_000644.png,45,13
syrian_hamster_s_000390.png,36,16
eared_seal_s_000210.png,72,0
shrew_s_000187.png,74,16
baby_s_002192.png,2,14
navel_orange_s_001456.png,53,4
otter_s_001787.png,55,0
pine_tree_s_001909.png,59,17
mourning_cloak_s_001410.png,14,7
lawn_mower_s_001849.png,41,19
dolphin_s_001005.png,30,0
tiger_s_002637.png,88,8
field_s_000316.png,60,10
railroad_train_s_000003.png,90,18
rosebush_s_001781.png,70,2
porcupine_s_000929.png,63,12
caterpillar_s_001140.png,18,7
telephone_set_s_001091.png,86,5
lion_s_001063.png,43,8
sunflower_s_001357.png,82,2
adam_s_002551.png,46,14
harvest_mouse_s_000049.png,50,16
lift_bridge_s_001947.png,12,9
bosc_s_001617.png,57,4
footbridge_s_000004.png,12,9
access_road_s_001212.png,68,9
elephant_s_000490.png,31,11
armchair_s_000254.png,20,6
antiballistic_missile_s_000029.png,69,19
adam_s_000261.png,46,14
banded_gecko_s_001186.png,44,15
elephant_s_000607.png,31,11
streetcar_s_002277.png,81,19
quercus_robur_s_000415.png,52,17
breakfast_table_s_001040.png,84,6
goblet_s_000938.png,28,3
rosebush_s_000393.png,70,2
bowl_s_000251.png,10,3
carassius_auratus_s_000232.png,1,1
sunflower_s_001238.png,82,2
oriental_cockroach_s_000386.png,24,7
dessert_plate_s_000231.png,61,3
cryptotis_parva_s_000109.png,74,16
eve_s_000013.png,98,14
lobster_s_000937.png,45,13
stingray_s_002408.png,67,1
house_s_000026.png,37,9
soda_can_s_000247.png,16,3
electric_lamp_s_000050.png,40,5
bee_s_001324.png,6,7
sunflower_s_001221.png,82,2
leopard_s_000121.png,42,8
syrian_hamster_s_000096.png,36,16
mephitis_mephitis_s_000011.png,75,12
acer_saccharum_s_000134.png,47,17
palm_tree_s_001772.png,56,17
eagle_ray_s_000046.png,67,1
barn_spider_s_000189.png,79,13
telephone_s_001617.png,86,5
wood_s_001603.png,33,10
keyboard_s_001521.png,39,5
young_lady_s_000005.png,35,14
tractor_s_001159.png,89,19
spider_s_001299.png,79,13
skyscraper_s_001924.png,76,9
spider_s_003140.png,79,13
guided_missile_s_000581.png,69,19
bowl_s_002720.png,10,3
camel_s_000017.png,15,11
boardinghouse_s_000924.png,37,9
soda_can_s_000177.png,16,3
tram_s_000165.png,81,19
butterfly_orchid_s_000362.png,54,2
sofa_s_000326.png,25,6
ballistic_missile_s_001334.png,69,19
elephant_s_000535.png,31,11
beer_bottle_s_000933.png,9,3
house_mouse_s_000750.png,50,16
camel_s_000350.png,15,11
willow_tree_s_001840.png,96,17
white_willow_s_001640.png,96,17
possum_s_000547.png,64,12
footbridge_s_000181.png,12,9
adriatic_sea_s_001372.png,71,10
rosebush_s_000863.png,70,2
motorcycle_s_001565.png,48,18
fox_s_000470.png,34,12
bear_cub_s_001572.png,3,8
lapin_s_001729.png,65,16
shark_s_000533.png,73,1
rose_s_000836.png,70,2
fin_whale_s_001103.png,95,0
elephant_s_000383.png,31,11
panthera_tigris_s_000146.png,88,8
wardrobe_s_000516.png,94,6
reclining_chair_s_000048.png,20,6
telephone_s_001198.png,86,5
dozer_s_000131.png,89,19
test_rocket_s_000488.png,69,19
elephas_maximus_s_000153.png,31,11
hedgehog_s_000274.png,63,12
chimp_s_001643.png,21,11
rabbit_s_001813.png,65,16
palm_s_001115.png,56,17
honeybee_s_001553.png,6,7
seal_s_000665.png,72,0
altar_boy_s_001440.png,11,14
mako_s_000064.png,73,1
ballistic_missile_s_001679.png,69,19
timber_wolf_s_000144.png,97,8
spider_s_002423.png,79,13
lion_cub_s_000676.png,43,8
boy_s_001523.png,11,14
television_s_000769.png,87,5
lobster_s_001295.png,45,13
rose_s_001708.png,70,2
wolf_pup_s_001523.png,97,8
panthera_tigris_s_000538.png,88,8
cloud_s_002161.png,23,10
bowl_s_000300.png,10,3
streetcar_s_001175.png,81,19
red_fox_s_001182.png,34,12
cloud_s_000467.png,23,10
tram_s_000378.png,81,19
striped_skunk_s_000925.png,75,12
bowl_s_002008.png,10,3
sea_trout_s_000088.png,91,1
nematode_s_000057.png,99,13
racoon_s_000806.png,66,12
crab_s_001155.png,26,13
boy_s_001341.png,11,14
dungeness_crab_s_000467.png,26,13
twin_towers_s_000483.png,76,9
morel_s_000767.png,51,4
mount_s_000316.png,49,10
camel_s_000386.png,15,11
rainbow_trout_s_001969.png,91,1
stingray_s_000023.png,67,1
armoire_s_000017.png,94,6
whale_s_001324.png,95,0
apis_mellifera_s_001573.png,6,7
bowl_s_001524.png,10,3
bicycle_s_000159.png,8,18
bigarade_s_000134.png,53,4
infant_s_000012.png,2,14
otter_s_002004.png,55,0
mus_musculus_s_001148.png,50,16
mephitis_mephitis_s_000550.png,75,12
lizard_s_000847.png,44,15
trout_s_000183.png,91,1
chimpanzee_s_000667.png,21,11
infant_s_001325.png,2,14
shark_s_000189.png,73,1
leopard_s_000378.png,42,8
rainbow_trout_s_000626.png,91,1
panthera_leo_s_000974.png,43,8
bulldozer_s_000638.png,89,19
easy_chair_s_000591.png,20,6
poppy_s_000332.png,62,2
opossum_s_000060.png,64,12
computer_keyboard_s_000375.png,39,5
snail_s_000408.png,77,13
rose_s_000888.png,70,2
raccoon_s_000853.png,66,12
poppy_s_000109.png,62,2
lady_tulip_s_000660.png,92,2
rosebush_s_000869.png,70,2
caterpillar_s_000035.png,18,7
wardrobe_s_000429.png,94,6
striped_skunk_s_000974.png,75,12
chimp_s_000851.png,21,11
tussock_caterpillar_s_000051.png,18,7
twin_towers_s_000181.png,76,9
tulip_s_001981.png,92,2
skyscraper_s_002042.png,76,9
raccoon_s_000186.png,66,12
cirrostratus_s_000188.png,23,10
sofa_s_000682.png,25,6
streetcar_s_001808.png,81,19
fur_seal_s_000287.png,72,0
marine_turtle_s_001306.png,93,15
oak_tree_s_000484.png,52,17
girl_s_002122.png,35,14
oak_tree_s_000074.png,52,17
silver_maple_s_000234.png,47,17
pickup_s_000222.png,58,18
bus_s_000171.png,13,18
trolleybus_s_000363.png,13,18
male_child_s_000638.png,11,14
bus_s_000155.png,13,18
gray_wolf_s_000088.png,97,8
golden_hamster_s_000104.png,36,16
orchis_s_000086.png,54,2
castor_canadensis_s_000762.png,4,0
minibike_s_000035.png,48,18
ankylosaurus_s_001657.png,29,15
rabbit_s_002416.png,65,16
coffee_can_s_000775.png,16,3
red_fox_s_000402.png,34,12
lobster_s_000250.png,45,13
safety_bicycle_s_000239.png,8,18
cirrocumulus_cloud_s_000476.png,23,10
boy_s_001830.png,11,14
tulip_s_001509.png,92,2
snail_s_000399.png,77,13
rosebush_s_000390.png,70,2
raccoon_s_000364.png,66,12
fieldmouse_s_000148.png,50,16
lift_bridge_s_000797.png,12,9
train_s_003060.png,90,18
bosc_s_001400.png,57,4
common_iguana_s_000001.png,44,15
shrew_s_002230.png,74,16
orchid_s_001196.png,54,2
apis_mellifera_s_000124.png,6,7
cricetus_cricetus_s_000422.png,36,16
trout_s_000451.png,91,1
armchair_s_001167.png,20,6
gecko_s_001480.png,44,15
cricetus_cricetus_s_000213.png,36,16
pine_s_001191.png,59,17
bungalow_s_000408.png,37,9
oil_palm_s_000840.png,56,17
table_s_002552.png,84,6
lawn_mower_s_000624.png,41,19
discharge_lamp_s_001408.png,40,5
streetcar_s_000650.png,81,19
syrian_hamster_s_001179.png,36,16
male_child_s_000660.png,11,14
cichlid_s_000184.png,1,1
castle_s_001715.png,17,9
flounder_s_001043.png,32,1
pearmain_s_000245.png,0,4
lizard_s_001310.png,44,15
keyboard_s_001497.png,39,5
oak_tree_s_001732.png,52,17
arabian_camel_s_001183.png,15,11
boy_s_000073.png,11,14
serengeti_s_002586.png,60,10
wood_s_001911.png,33,10
tiger_beetle_s_000986.png,7,7
banded_gecko_s_000996.png,44,15
ballistic_missile_s_000084.png,69,19
skunk_s_002567.png,75,12
adriatic_sea_s_000671.png,71,10
raccoon_s_000272.png,66,12
pinyon_s_000060.png,59,17
balmoral_castle_s_000955.png,17,9
power_mower_s_000328.png,41,19
rabbit_s_000009.png,65,16
soda_can_s_001201.png,16,3
recliner_s_001674.png,20,6
tulipa_clusiana_s_000025.png,92,2
sea_s_001112.png,71,10
baby_s_002765.png,2,14
tiger_s_000183.png,88,8
chimp_s_001206.png,21,11
safety_bike_s_001640.png,8,18
oriental_cockroach_s_000050.png,24,7
lift_bridge_s_001258.png,12,9
rabbit_s_000245.png,65,16
italian_bee_s_000028.png,6,7
computer_keyboard_s_000706.png,39,5
train_s_000357.png,90,18
pine_tree_s_000037.png,59,17
tram_s_000031.png,81,19
red_fox_s_000785.png,34,12
wardrobe_s_001741.png,94,6
lizard_s_001499.png,44,15
worm_s_000138.png,99,13
black_woman_s_000958.png,98,14
keyboard_s_001932.png,39,5
bowl_s_000961.png,10,3
cup_s_001020.png,28,3
orchid_s_000874.png,54,2
skyscraper_s_000278.png,76,9
lamp_s_001420.png,40,5
coast_live_oak_s_000038.png,52,17
barn_spider_s_000277.png,79,13
goblet_s_001058.png,28,3
palm_s_001832.png,56,17
sea_s_001307.png,71,10
red_fox_s_000613.png,34,12
spider_s_000038.png,79,13
tapeworm_s_000281.png,99,13
male_child_s_000049.png,11,14
sunflower_s_000108.png,82,2
snake_s_000839.png,78,15
oriental_cockroach_s_001190.png,24,7
army_tank_s_001385.png,85,19
bed_s_000015.png,5,6
wtc_s_001512.png,76,9
chimpanzee_s_000683.png,21,11
yellowtail_flounder_s_000473.png,32,1
mount_s_002446.png,49,10
tulipa_clusiana_s_000267.png,92,2
goblet_s_000972.png,28,3
camel_s_001293.png,15,11
rabbit_s_001688.png,65,16
lift_bridge_s_001109.png,12,9
banded_gecko_s_000672.png,44,15
pine_tree_s_001277.png,59,17
adam_s_000416.png,46,14
indian_elephant_s_000851.png,31,11
castle_s_002185.png,17,9
adriatic_sea_s_000371.png,71,10
minibike_s_000698.png,48,18
chimpanzee_s_001070.png,21,11
elephant_s_000038.png,31,11
boardinghouse_s_000356.png,37,9
kangaroo_s_001804.png,38,11
palm_tree_s_002266.png,56,17
couch_s_001397.png,25,6
soda_can_s_001863.png,16,3
rose_s_000772.png,70,2
chimpanzee_s_001911.png,21,11
baby_s_000142.png,2,14
fur_seal_s_000696.png,72,0
turbot_s_000158.png,32,1
caterpillar_s_001442.png,18,7
spotted_skunk_s_000670.png,75,12
tiger_s_000562.png,88,8
indian_elephant_s_000391.png,31,11
rose_s_001077.png,70,2
manual-beaver002.png,4,0
minibike_s_000967.png,48,18
computer_keyboard_s_001163.png,39,5
spider_s_000650.png,79,13
armoured_combat_vehicle_s_000298.png,85,19
argiope_aurantia_s_000101.png,79,13
decanter_s_000074.png,9,3
bear_s_002173.png,3,8
golden_delicious_s_000303.png,0,4
tulip_s_001435.png,92,2
skyscraper_s_001921.png,76,9
soda_can_s_000851.png,16,3
mus_musculus_s_001039.png,50,16
bulldozer_s_000307.png,89,19
indian_elephant_s_000471.png,31,11
chimpanzee_s_000010.png,21,11
bus_s_000282.png,13,18
racoon_s_000291.png,66,12
streetcar_s_000158.png,81,19
hognose_snake_s_000654.png,78,15
american_lobster_s_000692.png,45,13
syrian_hamster_s_000825.png,36,16
sweet_pepper_s_000015.png,83,4
red_fox_s_001779.png,34,12
clock_s_001388.png,22,5
golden_delicious_s_001163.png,0,4
television_s_001083.png,87,5
plate_s_002429.png,61,3
snail_s_000297.png,77,13
timber_wolf_s_001517.png,97,8
dolphin_s_002126.png,30,0
argiope_aurantia_s_000077.png,79,13
spider_s_000913.png,79,13
sweater_girl_s_000979.png,35,14
beetle_s_001376.png,7,7
delphinus_delphis_s_000264.png,30,0
leopard_s_000041.png,42,8
clavier_s_000712.png,39,5
goblet_s_000251.png,28,3
hedgehog_s_000183.png,63,12
squirrel_s_001788.png,80,16
raccoon_s_001339.png,66,12
pinon_s_000052.png,59,17
mako_shark_s_000199.png,73,1
golden_delicious_s_001854.png,0,4
kangaroo_s_001150.png,38,11
haze_s_000148.png,23,10
tiger_s_000042.png,88,8
wolf_s_000135.png,97,8
safety_bike_s_000381.png,8,18
stone_crab_s_001771.png,26,13
house_s_001276.png,37,9
wardrobe_s_001213.png,94,6
rorqual_s_001586.png,95,0
bartlett_pear_s_000084.png,57,4
bosc_s_001157.png,57,4
barn_spider_s_000006.png,79,13
eastern_grey_squirrel_s_000019.png,80,16
flounder_s_001486.png,32,1
squirrel_s_002124.png,80,16
bus_s_002576.png,13,18
hedgehog_s_001141.png,63,12
crocodylus_porosus_s_000276.png,27,15
infant_s_000934.png,2,14
house_s_000620.png,37,9
bos_taurus_s_000023.png,19,11
rorqual_s_001700.png,95,0
mephitis_mephitis_s_000104.png,75,12
motorcycle_s_000216.png,48,18
maple_s_000400.png,47,17
bell_pepper_s_000552.png,83,4
alarm_clock_s_000457.png,22,5
syrian_hamster_s_001313.png,36,16
milk_can_s_001275.png,16,3
breakfast_table_s_000725.png,84,6
arterial_road_s_000106.png,68,9
caterpillar_s_000656.png,18,7
pearmain_s_000061.png,0,4
dessert_plate_s_000450.png,61,3
eagle_ray_s_000245.png,67,1
delphinus_delphis_s_000613.png,30,0
rainbow_trout_s_001563.png,91,1
tractor_s_000776.png,89,19
eared_seal_s_000027.png,72,0
skunk_s_000533.png,75,12
beer_bottle_s_002103.png,9,3
leopard_s_001044.png,42,8
orchid_s_000304.png,54,2
goblet_s_000123.png,28,3
dust_cloud_s_000046.png,23,10
brown_snail_s_000261.png,77,13
computer_keyboard_s_001573.png,39,5
bosc_s_001886.png,57,4
mushroom_s_001460.png,51,4
built_in_bed_s_001688.png,5,6
cichlid_s_000824.png,1,1
wolf_pup_s_001317.png,97,8
mount_s_002212.png,49,10
mako_shark_s_000148.png,73,1
salix_purpurea_s_000708.png,96,17
mount_s_000072.png,49,10
panthera_leo_s_001216.png,43,8
drawbridge_s_002726.png,12,9
indian_elephant_s_000010.png,31,11
balmoral_castle_s_001615.png,17,9
squirrel_s_000643.png,80,16
american_lobster_s_000460.png,45,13
alp_s_002074.png,49,10
ankylosaurus_s_001640.png,29,15
turbot_s_000843.png,32,1
goblet_s_000900.png,28,3
dungeness_crab_s_001443.png,26,13
male_child_s_000103.png,11,14
beaver_s_000741.png,4,0
bear_cub_s_001527.png,3,8
bike_s_000855.png,8,18
nemertean_s_000092.png,99,13
ladybug_s_001284.png,7,7
army_tank_s_001285.png,85,19
bunk_s_000288.png,5,6
female_child_s_000281.png,35,14
sunflower_s_000668.png,82,2
leopard_s_002130.png,42,8
red_fox_s_001923.png,34,12
male_child_s_001089.png,11,14
forest_s_002066.png,33,10
man_s_000448.png,46,14
pickup_s_000517.png,58,18
elephas_maximus_s_000114.png,31,11
cattle_s_001864.png,19,11
elephant_s_000363.png,31,11
mako_shark_s_000244.png,73,1
sea_turtle_s_001326.png,93,15
young_girl_s_000609.png,35,14
willow_tree_s_001688.png,96,17
dromedary_s_001204.png,15,11
panthera_leo_s_000917.png,43,8
elephant_s_001067.png,31,11
golden_delicious_s_000061.png,0,4
table_s_000042.png,84,6
squirrel_s_000619.png,80,16
possum_s_000047.png,64,12
tram_s_000254.png,81,19
chimpanzee_s_001748.png,21,11
garden_snail_s_000582.png,77,13
chimpanzee_s_000125.png,21,11
sunflower_s_000665.png,82,2
cattle_s_000809.png,19,11
kangaroo_s_000181.png,38,11
elephant_s_001024.png,31,11
syrian_hamster_s_000611.png,36,16
beer_bottle_s_000824.png,9,3
bowl_s_000057.png,10,3
honeybee_s_000170.png,6,7
american_lobster_s_000139.png,45,13
eagle_ray_s_000179.png,67,1
squirrel_s_000632.png,80,16
seal_s_000502.png,72,0
clock_s_000783.png,22,5
cockroach_s_000886.png,24,7
fox_s_002061.png,34,12
male_child_s_001413.png,11,14
iguanid_s_000084.png,44,15
ankylosaur_s_000469.png,29,15
streetcar_s_000811.png,81,19
lobster_s_001161.png,45,13
cain_s_000050.png,46,14
leopard_s_000951.png,42,8
eagle_ray_s_000295.png,67,1
stegosaurus_s_001162.png,29,15
goldfish_s_001016.png,1,1
yellow_delicious_s_000420.png,0,4
fogbank_s_000194.png,23,10
lamp_s_001198.png,40,5
kangaroo_s_000410.png,38,11
alp_s_002824.png,49,10
whiskey_jug_s_000332.png,9,3
sea_trout_s_000145.png,91,1
chimp_s_000255.png,21,11
poppy_s_000944.png,62,2
cattle_s_001095.png,19,11
bed_s_001861.png,5,6
phone_s_000591.png,86,5
red_fox_s_001060.png,34,12
electric_lamp_s_000651.png,40,5
tram_s_000684.png,81,19
common_morel_s_000155.png,51,4
pickup_truck_s_000586.png,58,18
poppy_s_000683.png,62,2
coluber_hippocrepis_s_000024.png,78,15
fin_whale_s_000462.png,95,0
train_s_000454.png,90,18
spider_s_001556.png,79,13
quercus_borealis_s_000080.png,52,17
plate_s_003069.png,61,3
snail_s_000369.png,77,13
male_child_s_001094.png,11,14
caterpillar_s_000098.png,18,7
armoured_combat_vehicle_s_000596.png,85,19
flounder_s_000825.png,32,1
shrew_s_001249.png,74,16
stingray_s_001826.png,67,1
syrian_hamster_s_000492.png,36,16
elephant_s_002872.png,31,11
trout_s_000719.png,91,1
army_tank_s_000114.png,85,19
baby_s_001610.png,2,14
baleen_whale_s_001419.png,95,0
cancer_magister_s_000024.png,26,13
cirrocumulus_s_000908.png,23,10
sea_trout_s_000711.png,91,1
oriental_cockroach_s_001034.png,24,7
streetcar_s_001404.png,81,19
ice_fog_s_000889.png,23,10
caterpillar_s_001398.png,18,7
turtle_s_000747.png,93,15
bus_s_000034.png,13,18
plate_iron_s_001285.png,61,3
missile_s_001231.png,69,19
butterfly_s_000508.png,14,7
cichlid_fish_s_001603.png,1,1
marine_turtle_s_000854.png,93,15
tank_s_000172.png,85,19
computer_keyboard_s_002076.png,39,5
streetcar_s_001674.png,81,19
spider_s_001439.png,79,13
adam_s_002511.png,46,14
roundworm_s_001041.png,99,13
army_tank_s_000385.png,85,19
bell_pepper_s_001018.png,83,4
silver_maple_s_000364.png,47,17
poppy_s_002234.png,62,2
seal_s_001980.png,72,0
rose_s_001024.png,70,2
clavier_s_000136.png,39,5
pine_tree_s_000586.png,59,17
camel_s_000547.png,15,11
lamp_s_002124.png,40,5
raccoon_s_001097.png,66,12
woman_s_000111.png,98,14
lapin_s_002409.png,65,16
plaice_s_001465.png,32,1
tiger_beetle_s_001016.png,7,7
motorcycle_s_001715.png,48,18
timber_wolf_s_002042.png,97,8
couch_s_001207.png,25,6
rose_s_000545.png,70,2
tv_s_000846.png,87,5
lift_bridge_s_001257.png,12,9
orchis_s_000172.png,54,2
leopard_s_000224.png,42,8
castle_s_002766.png,17,9
navel_orange_s_001055.png,53,4
armoire_s_000018.png,94,6
streetcar_s_000213.png,81,19
manual-beaver038.png,4,0
